record_key,wlan,bluetooth,positioning,nfc,infrared_port,radio,usb,back_finger_print,side_finger_print,in_display_finger_print,sensors
4de9e009cf75c628ec3fd32f00afeb750e574f8a9b7897dbdf0a80518d77a5a8,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,true,false,"Accelerometer, Fingerprint (side mounted), Proximity"
a0ebfc5406bfcff6d4d441670d3a205955336803e80238607308054d9dd4d6eb,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"FingerPrint, G Sensor, Light Sensor, Proximity"
68f5d96034fc54273bf09625b4d05faeee11a7dd87f29fb6ffd1d001ed545db7,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"Fingerprint, G Sensor, Light Sensor, Proximity"
f6e81b9dc89fb49f2fa8829f1df382397d01913c86b27fab23590a894777fb82,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,true,"Fingerprint, G Sensor, Light Sensor, Proximity"
f8e725516ec20df7ba69fbd5be0e7567fb15e266156614554317b7284b69cc3d,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"Accelerometer, Fingerprint (rear mounted), Proximity"
54648b79958a27128530b56cf102a0f1f39240b49addca3f36d7b45876d1c1a6,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","v5.1 with A2DP, LE","Yes + A-GPS support, & GLONASS, BDS",false,false,true,USB Type-C 2.0,false,true,false,"Accelerometer, Fingerprint (side-mounted), Gyro, Proximity"
5b422034ca0e17ca05903b0b809dc1a7a17d48c0b8217991464b539db1aca09c,"Wi-Fi 802.11 b/g/n, hotspot","v5.0 with A2DP, LE",Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"FingerPrint, G Sensor, Light Sensor, Proximity"
62363c6285e84d8ce0cfcdf37367e3d4a834b01cb2143abf10638189fd689fd1,"Wi-Fi 802.11 b/g/n, hotspot",VoLTE,Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"Accelerometer, Fingerprint (rear mounted), Proximity"
d3cb8585249f1a5381131760f3c761a9abda9dda5f0e593db834d66952f14b95,"Wi-Fi 802.11 b/g/n, hotspot",VoLTE,Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"Accelerometer, Fingerprint (rear mounted), Proximity"
772282d4070825e03eae7ee7728381c837dbb62dc2d4c1a82bf6915c8eabe4e8,"Wi-Fi 802.11 b/g/n, hotspot",VoLTE,Yes + A-GPS support,false,false,true,microUSB 2.0,false,false,false,"G Sensor, Light Sensor, Proximity"
bd242006a222c5f14432aed2b0bfcac3e73b4ca464b76e74bddc62aee3b4f8bf,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.1, A2DP, LE","Yes + A-GPS support, & GLONASS, BDS",false,false,true,USB Type-C 2.0,false,true,false,"Accelerometer, Fingerprint (side-mounted), Gyro, Proximity"
2c9a505dcc38a2e4dc6e9af4baf8ba2df40c4722e2b0b2d7373ac89cfbeffee6,Yes,Yes,GPS,true,false,true,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, proximity, compass"
05e6d0d1fc7c6c845029d2a6a8ac7c9f1a15e51c1316cb882cd627acb4d1a173,Wi-Fi 802.11 a/b/g/n/ac,Bluetooth 5.0,GPS,false,false,true,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint, Accelerometer, Proximity, Compass"
c99b6b7062155c55de41432597f4ec3556c92f5c50065bada9c03af3a4c595d3,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE",GPS,true,true,true,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, compass"
0bc886745b141d5179472de40aac29b65293d133bb9eb535f1f4dce41718887d,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","v5.4 with A2DP, LE","GPS, A-GPS support",true,true,true,"USB Type-C 2.0, OTG",false,false,true,"Fingerprint (under display, optical), accelerometer, proximity, compass"
1b20d46faa9ef4bb659a07e707a08d648002d41c696d0432e98d103a5cb0637c,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.1, A2DP, LE",GPS,true,false,true,USB Type-C,false,true,false,"Fingerprint (side-mounted), accelerometer, gyro, proximity (incl. for accessories), compass"
ed6e7d04bc018a8b4a3e851a7b752041a1abe026a56790c6624f49af3651179f,Yes,Yes,GPS,false,false,true,Yes,false,false,false,"Fingerprint (rear-mounted), accelerometer, proximity"
be0dd621914a93027abbda47a8278bf3e7a26c1c150715d5b72c155fb506439a,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,"GPS, GLONASS, GALILEO, BDS",true,false,true,USB Type-C 2.0,false,true,false,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass"
e88be5579608e9fa0b0256b7704e28da997cbe8458449f338bd8d9013e97a6ec,Wi-Fi 802.11 b/g/n,"5.3, A2DP, LE",GPS,true,false,true,"USB Type-C 2.0, OTG",false,true,false,"Fingerprint (side-mounted), accelerometer, proximity, compass"
8154fd53709dc9f251a6290e88d49f55ae224ffc671cbddc698e155b3472c97e,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",Yes,GPS,false,false,true,USB Type-C 2.0,false,false,false,"Fingerprint (side-mounted), accelerometer, proximity, compass"
963ef458ac59cde3de1c7e10f397c5e173b7fdcaac26c3f26e669cc4b8ec05e8,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE","GPS, GLONASS",true,false,true,USB Type-C,false,false,true,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
eefb2a1b576528a7c4000c8259f043b366ba1d4c28b6419bf5827b16ac388680,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE","GPS, GLONASS",true,false,true,USB Type-C,false,true,false,"Fingerprint (side-mounted), accelerometer, proximity, compass"
