record_key,specifications_json,features,video_json
ebab87bcd40ba3ef17b7ae4fe6ed4a4b940ebff0f94ebcc2ac1fd5028ff7f996,"[""Dual Camera: 50 MP, f/2.0, (wide), PDAF"",""2 MP, LED Flash""]","Panorama, HDR, Video, (1080p@30fps)","[""Panorama, HDR, Video, (1080p@30fps""]"
6121038dba32bec7f4529487de05cf2a18a64322f110f7247b4caa5cb4ea6a67,"[""Dual Camera: 50 MP, f/1.8, (wide), PDAF"",""2 MP, f/2.4, (depth), Ring-LED flash""]","Panorama, HDR, Video (4K@30fps, 1080p@30fps, gyro-EIS)","[""4K@30fps, 1080p@30fps, gyro-EIS""]"
c2d6664e6f2b5240cf834d7330df2a850b3f57cd2a068b236da130943b70d8a3,"[""Dual Camera: 50 MP, f/1.8, (wide), PDAF"",""Auxiliary lens, LED Flash""]","HDR, Video (1080p@30fps)","[""1080p@30fps""]"
addcab631ed3e59831cf9f5715dc21a770548ac97d508e6a477910b10c2b556d,"[""Dual camera: 50 MP, f/1.8, 28mm (wide), 1/2.76\"", PDAF"",""QVGA, f/3.0, LED Flash""]","HDR, Video (1080p@30fps)","[""1080p@30fps""]"
db9309791f972f99eec3bf255babe2d0978915a7559bcc263d306958bf329b67,"[""Dual Camera: 32 MP, f/1.8, (wide)"",""Auxiliary lens, LED Flash""]","HDR, Video (1080p@30fps)","[""1080p@30fps""]"
43210a8a173a423028ca615be0d78905a3713cd647a366bce6f857c400a8c38b,"[""Dual Camera: 32 MP, f/1.8, (wide)"",""Auxiliary lens, LED Flash""]","HDR, Video (1080p@30fps)","[""1080p@30fps""]"
72ff8f62231e56134c58aa8a9fa2070af6659357a717184b08e722b7a0ec7699,"[""Dual Camera: 108 MP, f/1.7, 24mm (wide), 1/1.67\"", PDAF"",""Auxiliary lens, LED Flash""]","HDR, Panorama, Video (1080p@30fps)","[""1080p@30fps""]"
8b4cf6d8373e4098085482971dcea6e858fa3491146f0d450b4074e2dbcb568e,"[""Dual Camera: 200 MP, f/1.7, 23mm (wide), 1/1.4\"", 0.56µm, multi-directional PDAF, OIS"",""8 MP, f/2.2, 15mm, (ultrawide), 1/4.0\"", LED Flash""]","HDR, Panorama, Video (1080p@30/60fps, gyro-EIS)","[""1080p@30/60fps, gyro-EIS""]"
677d31b21144f8ac9d714981c29c7e14ebe59cf5a8c4ca5c5812b4c563efbdc4,"[""Dual Camera: 200 MP, f/1.7, 23mm (wide), 1/1.4\"", 0.56µm, multi-directional PDAF, OIS"",""8 MP, f/2.2, 15mm, (ultrawide), 1/4.0\"", LED Flash""]","HDR, Panorama, Video (4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS)","[""4K@30fps, 1080p@30/60/120fps, gyro-EIS, OIS""]"
a3144d1f4e3f4c6767ce0c0867ce1f0eeda51fbb0a05043cbf7895ddfb889277,"[""Dual Camera: 200 MP, f/1.7, 23mm (wide), 1/1.4\"", 0.56µm, multi-directional PDAF, OIS"",""8 MP, f/2.2, 15mm, (ultrawide), 1/4.0\"", LED Flash""]","HDR, Panorama, Video (1080p@30/60fps, gyro-EIS)","[""1080p@30/60fps, gyro-EIS""]"
1c355bef3eab13d781ce17f2d953ac6cec07d1c1fd035cc35dd6c0a45414c99c,"[""Dual Camera: 108 MP, f/1.7, 24mm (wide), 1/1.67\"", PDAF"",""Auxiliary lens, LED Flash""]","HDR, Panorama, Video (1080p@30fps)","[""1080p@30fps""]"
4bc001ed25342c096f23e270f2a958c79e91d68d53497f00a55840d4caafad65,"[""Dual Camera: 13 MP"",""AI lens LED Flash""]","Phase detection, Geo-tagging, Video (1080p@30fps)","[""1080p@30fps""]"
dab2bac67f680a308cd3165d64883a73aaa0fc812cbbaadeb19d58304fc668b4,"[""Dual Camera: 13 MP"",""AI lens LED Flash""]","Phase detection, Geo-tagging, Video (1080p@30fps)","[""1080p@30fps""]"
ec096c9896603113394f987db5de991e4c3d82289139044270a53841c8602205,"[""Dual Camera: 50 MP"",""AI, LED Flash""]","HDR, Panorama, Video (1080p@30fps)","[""1080p@30fps""]"
98d358e48d36d529afe24a05c368e3ddfeffeedef323408cf02a32c38316b908,"[""Dual Camera: 50 MP, f/1.8, (wide), PDAF"",""Auxiliary lenses, LED Flash""]","HDR, Panorama, Video (1080p@30fps)","[""1080p@30fps""]"
9d4bd0a89b746776efebb207d930f53aaf5bcb489d178e4075336527644a5be7,"[""Triple Camera: Camera: 50 MP, f/1.8, (wide), PDAF"",""Auxiliary lens, LED Flash""]","HDR, Panorama, Video (1080p@30fps)","[""1080p@30fps""]"
