record_key,type,size,resolution,protection
24513215947e0f7c97c35a275be9f794e009cccdf2dba11b65fbb2b93424ae25,IPS LCD,6.517 inches,N/A,N/A
68389bf2104988ca1640c1b15b14b34fe294be780d1e7c497e7dcf27f25e122e,,6.745,720 × 1600 pixels,N/A
c9bc65164472a96ef158b15d03d4a9b2d33a97de57fe12b5823b398fd0e1b9a8,,6.745,720 × 1600 pixels,N/A
945f786eb090a12ef96a62ea06e0d3af8b98dae30f5f081f97657bc1f5cd18c8,AMOLED,6.57 inch,2372 × 1080,
51a75a724ee15a452f3ba21aa7f520ae28e2b98c526ebb4ee8b867fb3bb80edd,,,,
a816885a3800a62d6c8601ca8c97c5be4249967bc8997c81adde7a100c54b5d6,,,,
3c88b6d32f684a4a7afd37c1ed17d1cd4fdc88471e104e376e2a697e11463dec,Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),
9980ce87d8005e036ba03deb1ed92bea80354856e257c613bfe1322d1413b7e0,Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),
b7bc5ca7af9d61903a2b299f8b84bce10105adb7bc5872ba985223a1d3dc83d0,,6 Inch,,
e0b1d6a254bfa7e700bf9156842c2d76ff3d9b4ccba8b83bdf716ab5ac2ff399,,,720 × 1604,
6887f5c6f37566c13fc2c8f61efc61ed97a65b7b446054907b6429747c2c5b84,,,720 × 1604,
9d0472d6439ef7dbe90d048b6a1a9d77eca6fc4e564d6dbdafcada3040f0abdd,Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),
182c514865dfa11373f45782a0ede83892f9c82575f10d7d4e069c280a8ea77f,AMOLED,"2.0""",,
e665d755e5002b5a5e18d97a0a4715732f7281b700a9896171b8e1dfb4128342,Super AMOLED,6.7 Inch,"1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density)",
bfe76d30f5ae51d686a2417f234d5f055a88af891eba83267c138ab8158e6fac,Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),
032a78ba99c77ef679797fc787b656e02912379b6e521273d8aa8842abdc3752,Super AMOLED,6.7 Inch,1080 x 2340 Pixels (~382 PPI),
aab5260465c51163bd5ee454028381ebb241c258608534855998d29477faed0a,,,,
e5b81e1e2204a97858362a0b2cc61db2f24b467ef3b4c01e17416ca0fa5b01d8,,,,
6f93b0eff2b71031f9629b3e5c8c61a804f7ae84aa9b3b0b655ac035baf71138,,,,
b8128620de3f1c26bd2efb8559fea1a49a10c017f8d6cdd5f42520a153f630d8,AMOLED,6.7 Inch,1080 x 2340,
7466e1a8f30d534fd7105897ee6fa50369d4ea452730217193ee50da4462046c,AMOLED,6.7 Inch,1080 x 2340,
8b86886ceaa2ef30f3317f0faaffbb0a43ae5e252f3c0847cf2e9860d77befe5,AMOLED,"6.83""",2772 x 1280,
acb3ea3da8974f5990de23af24a47a3c457ba5caaec24bbc945754f332bde9cd,,"6.53""",,
4b71be9b28acf518e7ef75a3d68ba6244b1c29ce3b8149763df2811e256cafde,,6.4 inch,,
caa95bed8830c37961c2d41e554a41d88872b6e327cb7bae26ccfb578da8395c,,6.4 inch,,
32942ae933becd07947b82b9953c1d023676c79487de2dcdda837056b0971e0d,,6.4 inch,,
b56763c3c0acd113d448db22c23837ea95c8338d89e1e02d5e3aa3f1f5244f6b,,6.4 inch,,
efd52d76b02692990d219f9052868ee92c98119eddd47e3807c45e6bd5f6031b,,,540x1208,
797fcb1895da7e6a30784d5cac5eabf8f084aec5b3e4f0456c2e087de6cee60d,,6.6 Inches,720 x 1600,N/A
adea8b64e826372c818032f8eb98054e134d5fb1da7e7e54f5656570ff581d4f,,6.6 Inches,720 x 1600,N/A
412d8f35d1ed1d00f5af62ce4efe93aacf561ca02a19db6999b68ff0c0a4ae62,,,480 × 854,
76eb6808d1c408b3006484f2f46ba0b99ac4645721df6859de75104d1e81a146,,,,
5e266937841cbf376be8de3b598a1b9d48fcbfef14402b21bd0ef8985e5098a1,,,,
cf0157a7fb74271b008d16a04fa2fb0322a00ef291fc374f8d8255daba0111e4,,,,
bc4e8a52128dc3bc8f6791b6a29e77d731d5f26a568295c648e6f47c5221f03c,,,,
37bca8f8a8072504f4e9899ad05260574b11343f25e90e500572138e3455911f,,6.517 inch,576 x 1280,
5e3f3e3ee11a766ba850352c186a940e11918582b67de18d1f87f3486b50a76c,IPS LCD,"6.67""",720 x 1600,
dcd04f00be708991c0dd0f92fa03a5884ee945d974a867720906e83ddacd6d95,IPS LCD,6.67'' Hole Screen,720*1600,N/A
397a139b5042a658f3292dfe7ff262959a1b2753531ae10221577ef025205c06,IPS LCD,6.67'' Hole Screen,720*1600,N/A
3a1736b32c662edc0079370fe3e2105c458f100f4aa0fb3dd9a5fefd1ae4be07,IPS LCD,,720 x 1600,
1bb5f5cdc40acf3f1547c1af12653aaf33fc1c51c64962ff4e4e995cfc060ca9,,6.0 inch,,
e800443b3b475064eefd9721aafbf9a749f59cc1f4b86dc3c2edd1b49eb15bc4,,6.6″ HD+ IPS Waterdrop Screen,720 x 1600,
5b21492884dbef8276eb70e589c1afcfba170a96a4ecb3828eb28bd09299ff32,,,,
b75e244eb8fa6a226e658e32b60446bbcbbcf360d4a22ca74e3e8bb8ddc6efe0,AMOLED,6.53 Inch,1080 x 2340,
91c329ec7bb03f81c5e5f64abc94e030ba367a55eb781eacae6bd7580b546ebb,,"6.6""",,
f7a384161c01aa2518fda50ae9234513efe88e4af724051dc9145ad1a3d6dda2,Amoled,6.78,1080*2436,N/A
6cf7f9b2ecd0ce0d4002076c9e0d6cf789f399da3b6e560240566d15043746b2,,,,
28b0fa2e15e9514ed3554d140220dcb3afb430244d32c5ef9934f29831ee7d42,,,,
e9e555cdeab94a987afad3c8e82c8f19be7532cc13c1738060c4e89573d37536,IPS LCD,"6.78""",,
73743a72005e5c205c98b8900f97a332eb8457c57eea2ba75788cbad5e415a9d,IPS LCD,6.78 inch,720 x 1576,
8c7b77e3786e8056ab0d1b1c890b39455a5e3f86629e0a79f155aa022eabd75e,IPS LCD,6.78 inch,720 x 1576,
b50c3eb5a84d56393833b3f78d513497af7524003fff95d225d7961a2e298eb0,IPS LCD,6.78 inch,720 x 1576,
d63acb9b336beac347e371eb08a4e93922b72e618d9785b1f7c3722450a9dfa8,IPS LCD,6.78 inch,720 x 1576,
abc8b9cdc916ae8f6ed4435c05d55dd68a653120444afdd89d3e87e47b18fd61,IPS LCD,6.78 inch,720 x 1576,
14275c031279548bb630e7b7455f03e2a5753bfde06991acfdf7ef234e4e95f2,IPS LCD,6.78 inch,720 x 1576,
d29e94e3376915eed91a4b655268d915dbc075a4cbfc39682e7cf7b09135055d,LCD,6.78 Inch,"720 x 1576 pixels, 19.5:9 ratio (~259 ppi density)",
554f6dbc728f88ebb4f4160c9c97c4d9c06f6f4eae99948ad38564844892a104,LCD,6.78 Inch,720 x 1576,
bd5a62cffb24a8a04aef0235a7f4d2971b87641bbd776b1c765952ebf4907400,,"6.51""",,
8109eba896f4c33b2f6816e09a29de74afa4e4612b33fa8b940e44e68b6d06ab,,,,
8a6883f452a558e2c9232394841b88070a8fa86f4101833ce7cca86c299a0ffc,,,,
fa4773f345a73fb2ca314b928c71ee6be498b011e35d72510b0a89e16f374d47,,,,
9c4cfe5e8c0305516ca673ebb01844469e64ec423b0479f2d55eb3f1ce738e1b,,,,
cf745bb6b15fd54778a2a3fe996203ce0a293892f00a63a05fbd134277f1c5bb,,,,
ef5dae4329e879e89e8050795d72b351b67a811442937b91284d8dee65240a67,,,,
0501ed6a3b10896626f61e0d95d3c422c651051109dd4d81810c6a9d562bd185,AMOLED,6.67 inches,1080 x 2400 pixels,No
55f4b7f1e9892d97eb94986e54d6d2165523e344fc86d07b5ae7e894d37ff6e7,,,,
2f8cf7a0e50da0537777091a3b9587ce6ba62873bbbc4042fd7e22e82b5a515f,AMOLED,6.67 Inches,N/A,N/A
6a3c07e5544dfa1a01605f45e3fc750a8f7e3c25fdcbbc267a2b9bfcd2ed085a,AMOLED,6.67 inches,1080 x 2400 pixels,N/A
99886b51b3fbb8ab8342e786630bf515d3c7d5779472fc055d67874299a9c9a1,AMOLED,6.67 Inches,N/A,N/A
f64ccafec9b310891b268e067f2296c10a7af28e13268799c3c106230e46753a,,,,
b0f61f25d298052e7fc740270952bf0a9ea2b6c5376082d6f3b2e64a75eb5ca2,,,,
619ff6b5f68aafa706c2e5200e4097719475356ae2fe113e9202deac0102829b,,"6.6""",,
6e5ff8709088399ad409b0afad0aa493d7cb8b76daf32f7942682050b5ebdd14,IPS LCD,,720 x 1576,
dc00dcfa666c62ebcab10e609de71ed1319bc8540e53b18c69d5b40d85ef061a,IPS LCD,,720 x 1576,
51f3db2b95e6f81c983828383a97201ada061c2dde5144488f3cd48ae4cf161c,IPS LCD,,720 x 1576,
d70603d77e36f8862c0d8cbf32b93254f3277fc156255f78abcf13b58d824252,,"6.78""",,
7402a4a68a3a711ec4e9b6767012aebb4f5813262ae57c9d040efb4c431ae34d,IPS LCD,,720 x 1576,
36a232e44c2a01141b59a9699127f84ca3d60d44aee1b1c7e9385be63a28b5d5,,6.6 Inches,720 x 1612 Pixels,N/A
2abbe47e88726c98b8a26ac0aa0c6e5e8f3d32ded64d674d188b402941d556b2,,6.6 Inches,720 x 1612 Pixels,N/A
077f8c30c22db00e85c5cd887ac8f40793ab1835092e5c85588cb85db41c2f64,OLED,6.7 Inch,1080 x 2400,
138cc965b7764419bc3b3ba7ee022037c5260bdac8b0378e8bc05416820196a2,,"6.5""",,
f12d2b29bc2c834e4a781fa4da6b433be113ecc176d7f19eb486a7149b73f62d,,,,
af588d09f188a69786c342d9089639678bf0ac95900066c1e5bddc623dce966e,,,,
f0292439c9161f4d1ec58c7e98f7c18911297ec661543ed6e91b99a66a6ec3bf,,,,
b78a29be1ae2a028475f9ebcf5e767fd56a863d2c6f68d3b91d129a21f77b1a5,,,,
6a3991d3f82a8acb6ab3bcf2444e124cf5a9763ad1855a35f759a7711af79862,Dynamic AMOLED,68inch,,
e3c1662b6a3de48740a185d570b28c09fa217b8a95b3768eca208753baca8da2,Dynamic AMOLED,6.7 inch,2400 x 1080,
64c5d5288d5b9356e12bb58fb256d53a426c8184d6e321df54d54bf2999f3f8c,Dynamic AMOLED,6.8 inch,3080 x 1440,
8ce0977289f311b510686ebe8f4f51b8c67864bff2a0054b7f6a7686ec5466e4,,6.5 Inches,720×1600 pixel,N/A
3789c64f5657043c402d7fe817e9f0595e634fcc048f4df30a7b18c8da6f2aed,Dynamic AMOLED,,,
873eca65b62d6814e4c1030fbb88d68de0b7fbf0cbf514b27262ef730c9d867b,Dynamic AMOLED,6.8 inch,3088 x 1440,
334666aa721e211ad66a8c56bc24e64d0be077ddaa6a7596298161e202eed9e7,,,,
ee87e51d952826809b920f6eb10fcc0d55ce23c925741a33a7951b861f1dadf8,,,,
feac76aa88e6b96259218a993e1da9bad88a52bd9859f511a9f94ced438a7554,,,,
b2dac7fb86550708817bfbb7ea516e0635db72c39d98c2be009b973316a31370,,,,
c94c4ac0b80b0b23751d85f34b416fe726ec8ffa6ab282f06bd106bcde74e918,,"6.78""",1080 x 2460,
23a48bddeeff1f063499cdb4568839f74a1592ba9e1e174e92ac1cf2326ec65b,,6.78 Inches,1080 x 2460 pixel,N/A
fc5ead9850eaf13c310428e95c36c4b7d315c79b1fe12278390d4dfae6c99475,,,,
f07923b1ebad948867425914c2086025059972bab1ea05e76183a2a2a918505e,,,,
f978d50df05f91030daa59496f8b14d88dbf2e68938fa428d195924975a43963,,,,
783d56e1ef8addedcb40ff9a5d0493043f0b23f2b80f9d75d8903a0f25e245bf,,,,
13ee58850180a4ccc79fba78486edb52bfda20707851437aeed1c1fdd1a99fb9,,,,
a04ab16c8fd0e8b4bf05add1cd5199a101860113d46bb88fc2affe55fa9fa266,,,,
61786e5103a2903b7c72fad18b67c927fbc675d8e2479935155c54d455feb69c,,,,
8a0ed7f4a5b9a6496c36e310b49b1c00f1b0117317eb62a5c4f5b2a17ffbab3d,,,,
783ec05b0586e81fb8f2886d978d4ce6f28861670ef94162153e2586051af360,,,,
bd3ccf015a25a1558f1c78578129428bbcf55cd60c897080bd0499d6a3e2b5f5,,,,
bf1ca06471680becb3138b4358272c9d2852094668144b151c6ba180816690f5,,,,
4bbfe3b6f5e5ee8aa86e4d388ee84bbb1f2a54e4e365f79c37446ed5f1d3c2d4,,,,
8be26f2fe05cdc1fa05b9c21f497cd796238071b5c31a1d0cff55caa86e07d61,,,,
134c5501a97c59325c50de81a6f38235e20f468a2116b8979b7fb27010b9c882,,,,
426061c249d5d1f82cd882b95b6ea30baadf3fddaf4527bf5e4062358f1c3b3e,Dynamic AMOLED,"6.7""",1080 x 2340,
bfea6610867087e3b38d3e434ab013efa16c198b8ee8c08e8d34daa158f0d177,,,,
fe29b984d60871ccc734f75dd111615ce36aaeed12c2c9134b19cc4dc22f869d,,,,
450a2eed505759a37639d98a03e63cfb697890adcc2207a18745b2c3c481d7c3,,,,
90c7af0c227842456a4ca16158a8a2471dd1c4059e280932a886a862cfe365bf,,,,
bc045abe0175606924c1edb852b171e3f533d9a038c8849a12d7519444414e37,,"6.745"" HD+ Waterdrop Display 90Hz Refresh Rate",1600 × 720 pixels,
260aef4e6acb192e8205da2b901efb33e2d7e684ab3e51fae49782a583cc7294,,6.745,1600 × 720 pixels,N/A
f4c3cc936e4fbb68d940c2dff5393eae17bb0728500990d5e5eec229db040343,AMOLED,"6.3""",1080 × 2340,
6e5ae4003f00812a4fe10a4c0488632fc5d5ee5fdb6f8f2a0a92d5a3407c1306,AMOLED,"6.3""",1080 × 2340,
aea0c99f8ef458a7064723a31aff8b8c3067b650cea795d537b2f22e4baa0721,AMOLED,"6.3""",1080 × 2340,
9583eba85f924dc9ff9d189f7af551fe82121de6453d1c8115a89c381a8a06a2,AMOLED,"6.3""",1080 × 2340,
09f7e60e5f12f681e1e11c9418915927d873105c2dd74e27a96f70124a0a89dd,Dynamic AMOLED,,3120 x 1440,
0b751c4c645d53a625833ba1b14d978c729e3a03a8665d8644217a57bbd3c2b2,Dynamic AMOLED,,3120 x 1440,
8585b7202d40cde6599aa7191e8e2e1f47378ea11e6fed8f1293ceb758db1456,Dynamic AMOLED,,3120 x 1440,
f15b6e6ddf72afe88ba67da97d432a5555e39a08c2f10fca48a1bb08d8312e39,Dynamic AMOLED,,3120 x 1440,
d0b9fb8139d9d2547489409cbd158436e623ea63e8c1dda48215e43cb232a775,AMOLED,6.9 Inch,1440 x 3120,
1805543b7f2a317215a404947ae0bbab6220fa120f2b898b653b8f9d65bfc9f2,AMOLED,6.9 Inch,1440 x 3120,
0fa99aec713ea28a2d405a79c7df8332d678c9de45bd32d00edfc50ae8a6a468,AMOLED,6.9 Inch,1440 x 3120,
1ea9d4ad42698ef514bb75c5c75c9666229ef701fd78ec670a66acb241ff34ac,AMOLED,6.9 Inch,1440 x 3120,
e1969cee41df69a65791c46fd911c0dd334739b60ea134ada2f23e5c5310f455,AMOLED,"6.3""",1080 × 2340,
d5274ff251ed52364f2eaab6ab6d5d2469037fbbc7a8d518821c6a616f646e41,AMOLED,"6.3""",1080 × 2340,
2cd853fb0eee42ce7ae14e24c3309fee7711c25d6f2b026a76e38241939919d6,AMOLED,"6.3""",1080 × 2340,
4780b0f6e365aa3b792fcd1170cd00710081f4d488f199971f70d1ec5a8a53af,AMOLED,"6.3""",1080 × 2340,
40164b75668f99d12fbb44b64befcd6902dbb531d15060c062e101ee9e987c1a,Dynamic AMOLED,,3120 x 1440,
b3d812dfb0fce013ab27203859e0c33e8d9807dc6a86c89c2e34a69d1b8f4a15,Dynamic AMOLED,,3120 x 1440,
800b3b2b90384ef60e45acf563e9a7879674a49cb59c658ff9ac01de008f1adf,Dynamic AMOLED,,3120 x 1440,
fab1717c719ad64735598fce15e0662647a27b9216256c2f8af56ef8ba4c6294,Dynamic AMOLED,,3120 x 1440,
041767e3924d12ae09ae81ec1de49ff9a41348483062a4bd6ff15bf68428072b,AMOLED,6.9 Inch,1440 x 3120,
93bc9ceb6eb6d7bb479ca5b9977139e4557cecce36f61570975c7241f0e144e1,AMOLED,6.9 Inch,1440 x 3120,
c5da12fbbded752472be22f8aab38ff0e936971d45013228c39f409ae8cd05e9,AMOLED,6.9 Inch,1440 x 3120,
e7936fb3cabbcc09d5db3a7b9f65fa5098ec90a13c38a920051f98d392ea6add,AMOLED,6.9 Inch,1440 x 3120,
94024010b9f7906ce41e7a35f32d6fcabe453a65a4ab78b6748e77d966eaed77,,6.67 inches,N/A,N/A
2425fa93cd4fe68901b0fdc2fb7558eb2d0391c1601c7749a47b49e08a8fa129,,6.67 inches,N/A,N/A
156075b38bd75b61d741828381ff021f9d8b9b03a616146d56dedea6c47a79fe,,6.67 inches,720 × 1604 pixels,N/A
907e2b5be6eac8c721de40fe81084febd1bc9741084cb12e235724977a90fdbb,,6.67 inches,720 × 1604 pixels,N/A
8b55db6d750327f345269775a1e8afed041608b09c4523cd62daabfe2ebd6772,,,,
ea9ef9734e9d516b42e77dbb2174990ef0adb8c9c28e71e8dd6c330ffe0f66f4,,,,
abbca5f3b3dafd7b1655bcd27f0e5026e1d49c26ca8aa15223bdda7c63b088b0,,,,
6abd5bafd91706c9b24fb646d90feaad9e8908e98d946f620be0b7bcc7590b0a,,,,
643f3231b38a9790b9eab9fba67c446a40a810d2ed6eb1fe68af5afec21e4a4f,AMOLED,6.7 Inch,"1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",
7c5ecf4a9d582558c9a9b5d618fd9d1d8c524fc4b3f1ad5fbb71656852d6dc92,,6.6 Inches,720 x 1612 Pixels,N/A
7757bbde2d90e444990286fa4ae33af5aa6f2e0af7c4c0aa96fc9d34e199247e,IPS LCD,"6.6 inches, Refresh Rate: 90Hz",720 × 1612,
876ff7e2d5298bea6da3b4b1c1c6d062a115446435a02350b76fa348c06df85e,IPS LCD,5.5 inches,N/A,N/A
4f9e0cd39fa3f48ef2cc2eeb9546714b36b8974450e29f330088a11450c1c022,,"6.6""",,
930f1df0a7b5c34916fb8de89361f5cdb885fb56fcb92db52465ff152e5174fd,AMOLED,6.77 Inch,1080 x 2392 pixels (~387 ppi density),
bbb4208622428d10afd876a86f74703ba1abbace368cb8dedfd00d4cf1ffc4b2,OLED,6.67 Inch,"1260 x 2800 pixels, 20:9 ratio (~460 ppi density)",
e5c473f5f79e0a9bc964309f66a4485592842c59816ce8168e00e0e2d17fac38,,,720 × 1600,
33119a3ff278a485ab91975df627ec207bd32fd6a03e0be5fd3864f67eeaeec4,,,720 × 1600,
a33b93708acf382f92c9f118c4028164e4c6bf022bcad62506d7854c9ff4fecd,IPS LCD,6.6 Inches,720 x 1600 pixels,N/A
6acb6f1ea7a1eb558cb41ac029ecd7f0bfee434271015c2653ef42f4a409c045,IPS LCD,6.75 Inch,720 x 1600 Pixels (~260 PPI),
6797da86113fc4af19a50dfaf0d1f519a2ebbc3294627d6ee494c82d22818851,,,,
f763ef9c890a7cb53c5f966836b33bb7acb0c116b6298b5cc317a1c88dd85d9b,,,,
da3bdd2bb95cb34f0caac8f644c64e5fbb200674a317d3c4c5b9a9e2e2313df6,,6.52 Inches,N/A,N/A
657e299b43cd41cd7d996e8b5af788829e498e09bc221149099bccf3e657bb1d,IPS LCD,6.75 Inch,720 x 1600 Pixels (~260 PPI),
159c83740f422f7536fc87368daa4dfe6d94e80357ec4231769d2621b32d487d,,,,
cb6f6044f2bb859ac4f067db869b74366af500fdfe24e58227cb0c8317f4090c,,,,
8838c3c6917191b3511236d582ac315e7bd2fd89069e9e069ef1e828874f376e,,,720x1600,
9c872ba20e9427aebfe51db7e72760907c434ccd8687dd84f307e5d9231c8090,,,720x1600,
a6a1fc2f6fa45547fbb2c85ede3023de7e6a3867d7b15e50c938583f70c03245,,6.52 Inches,1600 x 720 Pixels,N/A
4202e4d922a559591d09d2d11140bc10fa07989f72c191266f90369f07b2809c,,,720x1600,
44fe07afc2a90aab06f6e48b059b819cac2efa3c9446ca777e79a4c3bf575b66,,,720x1600,
59d70a6c3cefb0c0cf0bd197ced3d9bd962c452b6ff9725071a805f052b86e78,,,720x1600,
5b0763963c126c95ec8c8e1946c9827c28f62527b9263892afb8c08980647376,,6.6″ HD+ Waterdrop Screen,720 × 1600,
e968aed7c65071038fa64948247be10ad217407af6c63c43182dfb72b6f4c304,LCD,"6.6 inches , Sensors Face Unlock accelerometer, gyro, proximity, compass",720×1600,
67761a1f9a81450e7b8d6c2fe13ff47097647e6f6e43619422c5056239a276df,,,720 × 1600,
32578e28d863605fcdce2654ef3c48416c6ebe1a594935cf9fdf9162edfaa46c,,6.75 Inch,,
2315e768ae8bf070bc317cdafd8caa8a3d11fe890fcf42b94885a22283a966e7,,6.75 Inch,720x1600,
f4011027333d23c6bab7473740bee9723b4d4380a6a6018166b90e211edc7dc0,LCD,6.75 Inch,720 x 1600 Pixels (~260 PPI),
b51bd801f15d04a1f0a75b60934719dec811d4871f22aa2125c634938fefac48,IPS LCD,,720 x 1600,
0ff95fadc723543feeeaaabb84053a78e42095ca2e130d7d845be2c816e40092,IPS LCD,,720 x 1600,
8cf27cd30572c18b50cd5ce923a60c092b7c82e089da173a625e3a1271090532,,"2.8""",,
1861f66876e762eec22b3d3c43ddcb910d7eff8dedea13d87ce9814e69b8d0d6,,,,
e7fd04aae09aade3aa2dcad83c4d9827f21946cb91676734f4985181a7969f78,,,,
5f7b3a604d8c77ab8ae25e141440c1dc569b8cd2ce6f36dfed17d00a2e2a67c2,,,,
ace9bad0d4a512361e998f534e974366c4bf444780d6eccc855064a16b649eda,AMOLED,,,
3504759367682b847ceb2b2bfccc9e7f12817a05126c907fc7b14847fb967444,,,,
d0ba0ae2f1627408fc0a2ddf8de975bd79f1561cc5996484994bc1fd2832fa20,AMOLED,6.78 Inch,1080 x 2436 Pixels (~393 PPI),
2b036f973468dee5f3105bd543130f08f75bf48e2ced6685697ce6b5302ff8de,,,,
c3b3caca44c5f56839237e823b5a6608749e72e98cb0a1ef2b560ef3751c020e,,,,
4c6e1cbaaf433535ae23eae57fcaecdb7c22326ed67010b410c60f416aa9e6dd,,,,
06635b6e3a75588b50c8038b6574d8a99f8c9d8ff83ae403bf255c994c346cd7,,,,
2cb2ab14749b56fb152374a8adcaa4c71cb8d6e1eaf05f594fbdaca147bc4f47,AMOLED,,,
396bc282ceae1cdab5572b9999afcf7eb230b33d1e9d4eda3f9778a6c8b15e73,AMOLED,6.78 inches,1080 x 2436 pixels (~393 ppi density),N/A
ea27b262845f45683b557ec4fd7a03f3db297c7337021669bb4a47081be5cd9c,,6.8 Inches,1080 x 2460 Pixels,N/A
ec08957e65426c6ea7aa907a33fcb0c77ead05636e60cbec190b8eb1230a84e7,,6.8 Inches,1080 x 2460 Pixels,N/A
e37256b38288d7d421f84f12a5f48e4f77258476f865df6612791dd10124723b,AMOLED,6.78 inches,1080 x 2436 pixels (~393 ppi density),N/A
0db48a0c9cf799e51ee2d05f7175ed83bd5b491447bba2257523b9a648fe769a,,,,
d71aaebc4b2347243b4a5e987e96c97b2f9db1c501e0c1417705508628a921d6,AMOLED,6.78 Inch,1080 x 2436 Pixels (~393 PPI),
a80b3ab74684c897b15dac2414459e2cb75f255e9cc29a780d670ab8cfeeb0ab,AMOLED,6.78 Inches,240 x 320,N/A
d62e0fe3dd3e240dc1951d81ef4efd708743035cf932245796d46a894e79be9b,AMOLED,6.78 inch,,
c7cb2609a0e6ea0b06f37d4ffdfaf802410875fb65b98827660d7d0fe37fd3dc,IPS LCD,6.78 inches,1080 x 2460 pixels,N/A
63b6e0f34e86170d974102408fe92ef8fadb7db25d2b58d00877ead1073d0245,AMOLED,"6.78""",,
1a4074854c99ae5f78a749ba81ef644d62ffe0dcfd6289be4adb515219c0df0a,,,,
7eca7505206c6a2894c7751c1dc13180b01a6eddf1158d7e5d3fc10a788d8e0f,,,,
bda80c47fb56c50238aef39c5bd0b1b5ff1cd8e049971c6252ccf0cd90c5c789,,,,
e6f001250282d0321b1a3f70f6c62f6e2a09acb9f5eac767fb515b6be84e5fa0,,,,
dbed82b981c99a12357db8175bcfc03cf93af02a72e8c9bab7e1f48dd104ac14,,,,
369bfa01ad634479e002cdb57aa2a07fcd4d3420c096d410ae49993491919492,,,,
69ac9aa187b26e4060029c40bccf1cbcda9dbec18483c0d38bbc96a1760f0689,AMOLED,6.78 Inch,1080 x 2436 Pixels (~393 PPI),
8d2c8f1fe6dea1d322482e661d41ba85d81e7bf0cd0dd4f03fc8c62d37785bc3,AMOLED,,,
a3946bd2197cf3bda1175c46fd5105106ff87de679da66d67543926a2722e2eb,,,,
dec1626b094803c0e4d56b901cf263ac65be66bac2d5a0ebf19450dd3aa0f75e,,,,
6b76599be0f2a929496e9858863793d9176142d84bb17c39c38e60206499de8e,AMOLED,6.77 inch,1080 x 2392,
15082093d2db816acde0e21279c044dfdb24a549b6e3ebb618d3d0ba6abe91e8,AMOLED,6.77 inch,1080 x 2392,
95e12b0daf55c646d28b6e1c952be874d7f616a6da2b135679ca8e089c13af79,AMOLED,6.77 inch,1080 x 2392 pixels (~387 ppi density),
eacb5722d7009f76d0656eeb3048c9ccae3875251b2940a6f52c1cd94cd7111a,AMOLED,6.77 Inch,1084 x 2392,
a536a697e2432be77b036edc559658456656c7df736cf797d51dfb547fe9fec2,AMOLED,6.77 Inch,1084 x 2392,
42cd6a083f87dddeea81ad4f016c168255357171c51440e495ff5460c845abab,AMOLED,6.77 Inch,1080 x 2392 pixels (~388 ppi density),
bfb7f7083a2892c118be3200190ee1ddb88638f53abcce270502eb664e56117a,IPS LCD,"6.7""",720 x 1600 Pixels (~260 PPI),
d7adf9c4c1532cbd54237d389411ee16e6afcb0ce96e3362dad847b2db8c934a,IPS LCD,"5.2""",720 x 1280,
d2a767d3c20871ad47b6ee9ddc8f80f3128e4c9d1fa09e8bb9a805ef05d83c85,,6.7 Inch,,
f80e6327509f6592ac6fea7fa4a55ae1b59397f23fbcf21ab2daab093a3a6b38,,,,
bf46e629596465e6d0fa636391108bd33e8a377d8cec5f6903fabe126e2e34d1,AMOLED,5.6 Inch,720 × 1480,
7441a86b79a96055c288c6c6510d36ecdd541282804fd5a849ab03cba9cc6454,AMOLED,5.6 Inch,720 × 1480,
08b52e257d5d8015d38a0e87697c1d1f750b889e1f04297366d65651fc3d820b,,6.6 inch,720 x 1612,
866a2a60073e882eb9874dafb4aca8a117db3c825a2f41eedf5ccd143bd61581,,,,
cc195d94b6d339f368ef29ea015d2ed0ee9b0cbad625485922b9c2f3a44d13f5,,,,
da8087fcad5e942f4ff92fbcb7042de5a18d422b191bc5a5257c504008672f77,,,,
591453e652f1a6c2413626d2287974b401688a2720240ffbe36bfb529c1cecc0,AMOLED,6.78 inches,1224 x 2720 pixels,Corning Gorilla Glass 7i
3d4168e8b8d4cb84331ab0a659fbe7a086726ed5a7ab30e72f7f1405474ed245,IPS LCD,6.78 Inches,1080 x 2460 Pixels,null
56e8646bed012a42748fc791d8fff464f9dbf32389a31308adccdfefe9ea7e8e,AMOLED,6.78 Inch,1220 x 2800 Pixels (~450 PPI),
2eaa32e5f9bb568763b2bb97917ce3adb09c97e2e4219baf884cac4c373935ae,,,,
0d667c5afff3a5f2dcff9f4147baad45d4fd154d9ce1997ab4c2f4faa4a2dea8,,,,
7ef07be521e18523740785266ad981c5d21b8ec001dd79ffaed2e6dd5173ac4f,,,,
56dd8be7379ea95467f5271ee9a6d75dc9bc5ca6c62243ff501be65508e6149f,,,,
ce597aba0b04f894dab180bf77b2e696d07ab71173790d7287694a835dcdc5ab,,,,
89e9652917443e3c0b855a2a886f077e1049018ba0c36d92024a30a4316cb7e6,,,,
4278b2cbd42d809c851b4af7ff849b262acf0e9b7f913587a99b110516d3e900,,,,
