record_key,capacity,wireless_charging,charging_json
c18e6431e2c86142fd6154d4d4aa98460e5db25e514742a5ed37ce07d553861f,"Li-Ion 1450 mAh, removable",false,[]
df2d424ec17f4792232f26b45e7154183dc07da24b8a38ab4ec80b30cb46ecd2,"Li-Ion 1450 mAh, removable",false,[]
074acd18ea5f3d0ffaa5ca41c311baf1275221cf6033550809e2cc74bc89d42f,"Li-Ion 1450 mAh, removable",false,[]
c225878c308f380bb5d7505add34d5b60d93d7a2534020f47b61a5eb904af78a,"Li-Ion 1450 mAh, removable",false,[]
0333124b6d005e1ee2ed06310d243866f3805ab05786d712379ccf2aaf7f4ad0,"Li-Ion 1450 mAh, removable",false,[]
9c75fc19967a4e42baa3e1351f4d23aad960eb28a3ef9c2432162cf6d29924c2,"Li-Ion 1450 mAh, removable",false,[]
39244f66676e104d2d42c0aac399e85c2c506d6c1abe8f4cf7ed5df60abd4348,"Li-Ion 3000 mAh, removable",false,[]
5ae57c38bbab459303f49aa01f8c54b61b7f4ddf3b1b47ff642e022c29ca89fb,"Li-Ion 3000 mAh, removable",false,[]
771a45b9bdc3f2de731305249d966aab549b0c37ea1e5eeb0fbdf7374eec22f8,Li-Po 3000 mAh,false,"[""5W wired""]"
1133db2497caa79105b900d88ed0e46a52a58b56e7f8a5ab8bb39cd38ba639be,"Li-Ion 3000 mAh, removable",false,[]
39fe5f7c5c64a9d5204a8af6a0892c3f2415ac20ca74b93a3afe00135e762357,"Li-Ion 4000 mAh, removable",false,[]
21c9a043f7a318c8296ddfe2544b6febde1e97b35df4b6e388e8f3c62f2e2173,"Li-Ion 4000 mAh, removable",false,"[""10W wired""]"
02727be98595b9c42dad69006785b9d0e2a2e2b693469c26f91a582bed4e57ba,Li-Ion 4000 mAh,false,"[""10W wired""]"
5387dd573fe2da029fb445c52a409e1c3aba2cd89d925234283c493d66092be5,"Li-Ion 3000 mAh, removable",false,[]
191dfbc3e80b695469d65d09f4535f0380c802be7cafa805a007435e59847333,Li-Ion 3000 mAh,false,[]
551b56e9c0ef47f5a9837f3714decb26bc4cc0734ff16e1a23c7239c69cbcec3,Li-Ion 4000/5050 mAh,false,"[""10W wired""]"
e140f92e3a75494a5a2155f8ad19487fe03d4005013029673c14e570a46a62aa,Li-Po 5000 mAh,false,"[""10W wired""]"
4e16899a112f575c5d67b59b4776823a71f639c707e70fb8be2e783ea76c925e,"Li-Ion 2400 mAh, removable",false,[]
1a7c9f92e0fdd251e38894d49a4eef8c778f81f895d43a437d2de814eadc29ba,Li-Po 4000 mAh,false,"[""10W wired""]"
af1137450ee69f5fb282a4f6304651786d21df7b89975efba708d86a792430a4,Li-Po 5050 mAh,false,"[""10W wired""]"
de1e7816d4eade05fbd878e85fc4de0ebf66536295082766b364a294abb5e3e9,Li-Po 5000 mAh,false,"[""10W wired""]"
35f77f147dbd57d4deed9cd0128194e3208461abecef5d40c1dab969fc851f64,Li-Po 5000 mAh,false,"[""15W wired""]"
3e2ee0619ac946f41996e030a1a107336fa104390cc92c2a4f2f6a5363bf6649,Li-Po 5050 mAh,false,"[""18W wired"",""PD3.0""]"
ef4db945229b1d51889288131d7f66ef74b1e861a41b40ea6a2b7259d68ec122,Li-Ion 5000 mAh,false,"[""10W wired""]"
aaf5a174fc1dafdfdc28167bc8c14f7469cae5d279ba58ec015ebeb517dc8c24,Li-Po 5050 mAh,false,"[""18W wired"",""PD3.0""]"
5c08512033cb1c305aa8cd49a09b1404b4ca656a17548cb315803ee87397828a,Li-Po 5050 mAh,false,"[""20W wired"",""PD3.0""]"
5a79fbe9b3b69ccac5e86b69d20e1bcaf53ab861fbd02dbd347e2b61381d930b,Li-Po 4470 mAh,false,"[""18W wired""]"
5b6351568cb2d7420f79e745bd7c52f43493747d3b908b88ae54fe9e4146e6ef,Li-Po 5000 mAh,false,"[""20W wired"",""PD"",""QC""]"
adf47cb638c2e72bfb1577a2af1a2a2f286f574ba6629c529e3ecd0b1d08614f,Li-Po 5000 mAh,false,"[""20W wired"",""PD3.0""]"
0a8e2eed287552e453b18029eb4e3892afb675f09f6388572bcaafd1bfbec7b9,Li-Po 5000 mAh,false,"[""20W wired"",""PD3.0"",""QC3""]"
379c86312a94015ddf1b443c35488922b573fea0fd72747a8e3fd3febd2d3e66,Li-Po 4500 mAh,false,"[""20W wired"",""PD3.0""]"
741f2c4dbc67d804a52074c56d66d8e46d59c526fb892ca1e114eef6d49d7d6f,Li-Po 5250 mAh,false,"[""10W wired""]"
e20223af7a9456010571420458f02cdafde148ae5e15b10d7313d532d9702e80,Li-Po 8200 mAh,false,"[""15W wired""]"
17c495b43d5ce4abcceb8a4b89e559b28f8143702ef2f097e6948f4f62e93fa6,Li-Po 8200 mAh,false,"[""18W wired"",""PD3.0""]"
335b890270c2b689f33502cb15cb39f69d546b4e5f6f41a99d0eb3815ba012db,Li-Po 4470 mAh,false,"[""18W wired"",""QC3""]"
9625afae43e353d015a88b9a3df07b94e0f46584385c945039674f5d92861aa4,Li-Po 4200 mAh,false,"[""33W wired"",""PD3.0""]"
222fa9903f2cf938f8b1f467243d5d729a8d3645f99f5cf1396a2c03269a6ae8,Li-Po 4800 mAh,false,"[""33W wired"",""PD2.0"",""QC3""]"
