record_key,capacity,wireless_charging,charging_json
2ff9bcefb0e9101e8c87f9d916bca904c38a67742bafe1d78560220576dedfa0,"Li-Ion 800 mAh, removable",false,[]
f6f0d9a3732eb0a711d64fbf9d3deee3e936608687286e95a5ff4706cefaa446,"Li-Ion 800 mAh, removable",false,[]
1a26dce1d3fb5f50d79971d005288fa2f7625d3bba4841cdccac033b69497bea,Li-Ion 1000 mAh,false,[]
59e6dba6d05069419ad28a713472da49434334f9c8050892d5892740ec232f98,"1000 mAh, removable",false,[]
e425144be5d164e40343f05c6c2344c725944654b56a5bf308a888e9673c4020,"Li-Ion 1450 mAh, removable",false,[]
d5704e2e652f548bb4106b9f279e4105f15dac0f7e4ecc64df8fcbe83128f172,"Li-Ion 1450 mAh, removable",false,[]
601d583ba37308429cf8bbd586fb307e002347926d6f95bbc03f0a33c3eb6e1c,Li-Ion 1000 mAh,false,[]
99699a2b7d31f74cc1f0c7e4a511c121c6ea7ae59220437d4a0c3b315a711ec5,"Li-Ion 1450 mAh, removable",false,[]
e2cd098900041be0afd5bb8c6b587e967ab6b2323e23efc89a89c13959036c4e,"Li-Ion 1450 mAh, removable",false,[]
079bebf62853188137f14b82cdd39edd3ed91e1994f8588f2a201908b8e3b2a8,"Li-Ion 1000 mAh, removable",false,[]
27107a35abd98e4924bd16e620d210e2cc1dd616c8f5078b239587008e2642c8,Li-Ion 1000 mAh,false,[]
1a1fc9af93d0effd2f4a48623e5cb049404cb7527963f1348b059dc8527baa2a,Li-Ion 1450 mAh,false,[]
87e686bc0c1ccf2583f6d0eed2877c1714cdc1f5bad53219ff65ce60aaf8c3b3,"Li-Ion 1000 mAh, removable",false,[]
82123ce0b6d08cc728fcc10094cf54b39979efa902316c06be96093b40a627e4,"Li-Ion 1450 mAh, removable",false,[]
c1e193f391b37122ffb17432aaa8e068e5b625e25f3c37924fc74b902b9f07e6,"1750 mAh, removable",false,[]
2a916ba6d224fbfaa044bfb5805e4ab5bbf17974e63a93cc6f2b93ca842501be,"1750 mAh, removable",false,[]
cd426a222853b11fd9ef588e8b3e127886de0668848414d73337d5df21635253,"Li-Ion 1450 mAh, removable",false,[]
f0ce1aaee4f5604ba2adf32bde0a3ef62364684777fd02e68d596a39e5d17856,"2500 mAh, removable",false,[]
74582963e4ead43ebefb992a2164a2aec5321596ad7f5d970d85909e0a7534bd,"Li-Ion 1450 mAh, removable",false,[]
b5fbead6b8dcaeb63854ec50d90e5013ae02ccdcdda51c1cb70fd1d994bafc74,"2500 mAh, removable",false,[]
1a409f0fccd421be7c4c860d05cc0dccebe5b7441e6d8571f4b3c6518d0494c0,"Li-Ion 1450 mAh, removable",false,[]
477b2d56e3fc58dcb3000a0d08d1a97b8c6f61c9371328d9aa3e06b099c26fa9,"Li-Ion 1450 mAh, removable",false,[]
e378f8d1185629fd3cc760f5f29d8a739dd3d8aebab76b5a436baa58dbb6a77c,"Li-Ion 1450 mAh, removable",false,[]
414e572f80e95b15dc215756ba6a3f2bb0dbe71c90ecbe05757848f979a82dcf,"Li-Ion 1450 mAh, removable",false,[]
17aa50920cb88a59855b80731ba23957b80d4cc104e7c47df09646159d65a671,"Li-Ion 1450 mAh, removable",false,[]
14c368474ea29903cd3b89790f4ecd3a8711a3395b0618795a153fac85d1c4a4,"Li-Ion 1450 mAh, removable",false,[]
083d81c7ad3ca1a9762bcfbf0779a90b2ca42a7282db4e528cd0596c31e5263f,"Li-Ion 1450 mAh, removable",false,[]
c886e60da64a497faa5c6f874ca673af47d2c4206e28b5df9cc89286bd72de95,"Li-Ion 1450 mAh, removable",false,[]
7db5502b805a17d224b2e8f4a0de13c6cfdd8a2064927462ef940ab6996ed2e6,"Li-Ion 1450 mAh, removable",false,[]
f49f570a353ad519eb7b4d2d215fb85f8907831b81983d4d599f77adbc46a353,"Li-Ion 1450 mAh, removable",false,"[""Compatible with a charging cradle""]"
d60d842ac45ec4200396a3a74897827ed8356674be220aff9794761b79daa040,"Li-Ion 1450 mAh, removable",false,[]
